,n,m,A,A0,C1,g1,C2,Q,b,pile_up,width,depth,displacement,x_pileup,x_intersect,hys_width,fd-slope,x_fmax,hist_lowest,clength
543,1.567761366173266,-0.9790482026469052,1.4977389528999944e-09,5.46639239618496e-07,95928.0,335.0,2117.0,-123.0,3.0,0.000522376038,0.0002089504152,0.00573128788,5.76164579,0.0212477352,5.73449898,0.11001539000000003,0.6530948066387086,5.66533375,5.09410906,0.0031614299999995765
544,0.750447187238342,-0.6807473635724529,3.152918377264616e-07,2.012819105216714e-06,134003.0,453.0,3002.0,-287.0,6.0,0.000470711821,0.00018828472840000003,0.0057809134,5.81133747,0.0216449574,5.78423452,0.2349600799999996,0.6470667339972822,5.71811199,5.03636074,0.016705040000000615
545,1.683726989342313,-0.7940445296325309,1.0406025245533662e-09,1.9077343219526087e-06,112989.0,442.0,3139.0,-263.0,1.0,0.00034656579400000004,0.00013862631760000002,0.00555182574,5.58314466,0.0213902537,5.5552845,0.17611503000000006,0.6699938288136817,5.522439,4.88630009,0.008974079999999773
546,2.1968823285848598,-0.874053149886692,3.939341739676696e-11,1.4964108497239098e-06,65454.0,345.0,5640.0,-131.0,6.0,0.000160482392,6.41929568e-05,0.00531765725,5.35150528,0.0229478106,5.32168007,0.4545521800000003,0.6950147690166816,5.32362795,4.37704802,0.010024550000000687
547,1.963785719185705,-0.5673928984326541,2.145090508630353e-10,7.082224661267852e-06,130949.0,524.0,2559.0,-274.0,8.0,0.000659275625,0.00026371025000000004,0.00615825085,6.18679857,0.0220298469,6.16125631,0.22329998000000015,0.6083011823009026,6.08251333,5.46327305,0.04360724000000005
548,1.616776887463093,-0.5004516708366861,1.092080039365259e-09,4.923838910525286e-06,199889.0,425.0,1707.0,-264.0,10.0,0.0006964823699999999,0.000278592948,0.005549289749999999,5.57901287,0.0200226046,5.55240774,0.08712721000000022,0.6793208727245414,5.44661617,4.91619158,0.032070639999999706
549,1.022256821596025,-0.637063696042386,1.119617252899522e-07,5.277405033475988e-06,173993.0,432.0,5594.0,-165.0,8.0,7.56108202e-05,3.0244328080000006e-05,0.00486167008,4.8963933,0.0212871749,4.84290457,0.28998851999999964,0.765546303942391,4.83314991,4.04910231,0.03178071999999954
550,1.7337707557862567,-0.8338197841694158,5.569337528382943e-10,1.1854714518692417e-06,178403.0,358.0,4074.0,-145.0,8.0,0.00015994822,6.397928799999999e-05,0.00480859028,4.84311295,0.0199199915,4.812590599999999,0.1644186999999997,0.776166138737346,4.7670207,4.08463144,0.008292200000000527
551,1.0866560711581479,-0.6574380635593531,1.761203475701489e-08,1.1583317190605442e-06,87235.0,369.0,1609.0,-235.0,7.0,0.00097619585,0.00039047834,0.006462553520000001,6.49033928,0.0221947078,6.46538401,0.1309914499999998,0.5800919082242374,6.37829971,5.82519054,0.006834989999999763
552,1.065383196336263,-0.7206449008762009,5.527245443729542e-08,2.364796583686827e-06,134723.0,419.0,5441.0,-306.0,2.0,0.000119416349,4.776653960000001e-05,0.0049969409600000006,5.03143167,0.021365219700000004,4.98159027,0.3287210500000004,0.7416677745913548,4.98875666,4.15913439,0.014636040000000072
553,2.163667907403758,-0.7756291699826601,3.6763791653992995e-11,1.7583283259014613e-06,206233.0,453.0,5824.0,-198.0,3.0,6.623386429999999e-05,2.649354572e-05,0.0046113804,4.64737844,0.0206877589,4.59940147,0.2536840399999996,0.8030807431433009,4.60725784,3.82818246,0.015116220000000347
554,0.8937869202688161,-0.90216220340715,1.4475580547797194e-07,8.668376717879878e-07,219357.0,439.0,5352.0,-332.0,9.0,0.000142600125,5.704005000000001e-05,0.004814621989999999,4.84952116,0.0203578509,4.8188343,0.3159542100000001,0.7732719664430401,4.78486252,3.93725371,0.006323810000000485
555,2.2074440857305486,-0.723569642963931,4.424039818043721e-11,3.587470138008761e-06,148201.0,327.0,2773.0,-327.0,4.0,0.000385813852,0.00015432554080000002,0.00527069252,5.30212688,0.0199393332,5.27413368,0.14515208999999984,0.7122201397889464,5.19502306,4.5834980000000005,0.028978350000000038
556,1.2582992885773459,-0.7779097113170871,1.996339363425803e-08,2.357180752796491e-06,184111.0,453.0,4260.0,-297.0,5.0,0.000224723641,8.988945639999999e-05,0.00509356149,5.12680244,0.0205745306,5.09741688,0.25296068000000016,0.7319691070029044,5.05485821,4.31039858,0.014550210000000341
557,1.60164301192702,-0.667535681365603,2.1585162709632474e-10,4.09954902881922e-07,134616.0,326.0,3172.0,-204.0,3.0,0.000279326661,0.0001117306644,0.00513515715,5.16777992,0.0202002488,5.13883972,0.1478486100000005,0.7260902782098069,5.09578514,4.44823265,0.0027327499999998395
558,2.8608061007249592,-0.8101940937260941,1.802400657070367e-13,7.433158861126012e-07,178681.0,491.0,4462.0,-133.0,10.0,0.000195460045,7.818401799999999e-05,0.00505747134,5.09100246,0.0209932309,5.03464317,0.2427945100000004,0.7326612818941015,5.05008268,4.31132364,0.006086350000000351
559,1.595596926880725,-0.7233396786804711,5.444922818649457e-10,7.696970403927506e-07,176444.0,308.0,1569.0,-193.0,3.0,0.000434301823,0.00017372072919999998,0.00500633335,5.03869152,0.0189859737,5.00980043,0.06544971000000023,0.7497775151773256,4.93479729,4.36149645,0.003126620000000635
560,2.966178592670363,-0.7734561958204159,2.0103066604342776e-13,1.9702737718281825e-06,195977.0,442.0,4216.0,-209.0,4.0,0.000180659874,7.22639496e-05,0.004907978229999999,4.94169998,0.0204640441,4.91186905,0.1894288099999999,0.7589901079610285,4.87489891,4.19184113,0.01881218000000029
561,0.8910312661702381,-0.690889186905423,1.754743416464327e-07,2.712339142704511e-06,144175.0,350.0,4040.0,-308.0,8.0,0.000260777189,0.0001043108756,0.005260388370000001,5.29288864,0.020691976,5.26410675,0.2674651100000007,0.7109292143873172,5.20445633,4.44885397,0.017945290000000114
562,1.8718202390682153,-0.7071027769207311,3.354600740806597e-10,3.1797054373025656e-06,136475.0,460.0,4578.0,-124.0,2.0,0.00017010253199999998,6.80410128e-05,0.005131013229999999,5.164348599999999,0.0214753523,5.10407972,0.2392287300000007,0.7245884371024776,5.10634708,4.39017153,0.019046310000000236
563,2.6468575918950705,-0.915814021592929,8.828974080429738e-13,5.448469976354624e-07,83016.0,374.0,3825.0,-147.0,8.0,0.000325628964,0.0001302515856,0.00563795166,5.66958141,0.0223279763,5.60264111,0.2942447699999997,0.6585394082729112,5.61849451,4.86125755,0.00443506000000049
564,1.677641741749533,-0.51854599505303,2.1767489145704502e-11,1.3517569035513956e-07,143755.0,347.0,5931.0,-324.0,6.0,0.000122929312,4.9171724799999994e-05,0.0048669455600000005,4.90211391,0.0213123057,4.81978273,0.3832812299999997,0.7642594246028437,4.84128809,3.90653086,0.0008244499999996434
